Name,Brand,Model,Year,Kms_Driven,Owner,Fuel,Drive,Type,Price
Hyundai Grand i10,HYUNDAI,GRAND I10,2015,53324,2,PETROL,MANUAL,HATCHBACK,472000
Hyundai Elite i20,HYUNDAI,ELITE I20,2018,56685,1,PETROL,MANUAL,HATCHBACK,657000
Maruti IGNIS,MARUTI,IGNIS,2018,35339,1,PETROL,AUTOMATIC,HATCHBACK,574000
Hyundai Elite i20,HYUNDAI,ELITE I20,2015,99658,1,PETROL,MANUAL,HATCHBACK,506000
KIA SELTOS,KIA,SELTOS,2020,15955,1,PETROL,MANUAL,SUV,1449000
Maruti Swift Dzire,MARUTI,DZIRE,2014,73324,1,PETROL,MANUAL,SEDAN,495000
Hyundai Grand i10,HYUNDAI,GRAND I10,2015,71223,1,PETROL,MANUAL,HATCHBACK,372000
Hyundai VENUE,HYUNDAI,VENUE,2020,109125,1,DIESEL,MANUAL,SUV,833000
Maruti Ciaz,MARUTI,CIAZ,2018,63950,1,PETROL,MANUAL,SEDAN,402650
Nissan Terrano,NISSAN,OTHER,2018,41040,1,PETROL,MANUAL,SUV,760000
Honda Jazz,HONDA,JAZZ,2015,72596,3,PETROL,MANUAL,HATCHBACK,437000
Hyundai Elite i20,HYUNDAI,ELITE I20,2016,40108,1,PETROL,MANUAL,HATCHBACK,569000
Hyundai i10,HYUNDAI,I10,2016,98602,2,PETROL,MANUAL,HATCHBACK,349000
Hyundai Verna,HYUNDAI,VERNA,2011,42878,1,PETROL,MANUAL,SEDAN,797000
Maruti Dzire,MARUTI,DZIRE,2017,87184,1,PETROL,MANUAL,SEDAN,546000
Maruti Alto,MARUTI,ALTO,2021,28155,1,CNG,MANUAL,HATCHBACK,408000
Hyundai Creta,HYUNDAI,CRETA,2016,88755,1,DIESEL,MANUAL,SUV,636000
Maruti Wagon R 1.0,MARUTI,WAGON R 1.0,2013,114221,3,CNG,MANUAL,HATCHBACK,268000
Maruti Vitara Brezza,MARUTI,VITARA BREZZA,2016,68943,1,DIESEL,MANUAL,SUV,666000
Honda Amaze,HONDA,AMAZE,2014,103336,3,DIESEL,MANUAL,SEDAN,245000
Hyundai NEW I20,HYUNDAI,NEW I20,2021,19709,1,PETROL,MANUAL,HATCHBACK,785000
Hyundai Elite i20,HYUNDAI,ELITE I20,2019,76579,1,DIESEL,MANUAL,HATCHBACK,687000
Mahindra XUV500,MAHINDRA,XUV500,2014,93088,1,DIESEL,MANUAL,LUX_SUV,862000
Maruti Wagon R 1.0,MARUTI,WAGON R 1.0,2010,80320,1,PETROL,MANUAL,HATCHBACK,299000
Toyota Glanza,TOYOTA,OTHER,2020,25940,1,PETROL,MANUAL,HATCHBACK,699000
Maruti Swift,MARUTI,SWIFT,2018,55946,1,DIESEL,MANUAL,HATCHBACK,646000
Hyundai i10,HYUNDAI,I10,2010,30712,2,PETROL,MANUAL,HATCHBACK,165000
Hyundai Eon,HYUNDAI,EON,2012,49985,2,PETROL,MANUAL,HATCHBACK,290000
Tata NEXON,TATA,NEXON,2022,24223,1,DIESEL,MANUAL,SUV,1227000
Hyundai NEW SANTRO,HYUNDAI,NEW SANTRO,2022,13673,1,CNG,MANUAL,HATCHBACK,691000
Renault Kiger,RENAULT,KIGER,2021,7450,1,PETROL,MANUAL,HATCHBACK,739000
Maruti Baleno,MARUTI,BALENO,2017,31085,2,PETROL,AUTOMATIC,HATCHBACK,661000
Ford Ecosport,FORD,ECOSPORT,2018,90114,1,DIESEL,MANUAL,SUV,811000
Honda City,HONDA,CITY,2019,63366,2,PETROL,MANUAL,SEDAN,545000
Skoda Rapid,SKODA,RAPID,2014,61033,2,PETROL,MANUAL,SEDAN,528000
Maruti Swift,MARUTI,SWIFT,2015,25610,1,PETROL,MANUAL,HATCHBACK,523000
Maruti Swift Dzire,MARUTI,DZIRE,2012,29742,1,PETROL,MANUAL,SEDAN,558000
Hyundai Elite i20,HYUNDAI,ELITE I20,2016,29220,2,PETROL,MANUAL,HATCHBACK,523000
Maruti Baleno,MARUTI,BALENO,2020,30469,1,PETROL,MANUAL,HATCHBACK,664000
Hyundai NEW SANTRO,HYUNDAI,NEW SANTRO,2019,71636,1,PETROL,MANUAL,HATCHBACK,429000
Maruti Alto,MARUTI,ALTO,2019,62809,1,PETROL,MANUAL,HATCHBACK,278000
Maruti Vitara Brezza,MARUTI,VITARA BREZZA,2018,105318,1,DIESEL,MANUAL,SUV,832000
Hyundai NEW SANTRO,HYUNDAI,NEW SANTRO,2019,64350,1,PETROL,MANUAL,HATCHBACK,505000
Maruti New Wagon-R,MARUTI,NEW WAGON R,2022,14057,1,CNG,MANUAL,HATCHBACK,625000
Maruti Swift,MARUTI,SWIFT,2013,58209,1,PETROL,MANUAL,HATCHBACK,422000
Honda Amaze,HONDA,AMAZE,2019,41781,1,DIESEL,MANUAL,SEDAN,885000
Maruti Alto 800,MARUTI,ALTO 800,2012,49614,2,PETROL,MANUAL,HATCHBACK,243000
Honda Jazz,HONDA,JAZZ,2017,74151,2,PETROL,AUTOMATIC,HATCHBACK,676000
Mahindra XUV500,MAHINDRA,XUV500,2014,95918,1,DIESEL,MANUAL,LUX_SUV,800000
Maruti Alto 800,MARUTI,ALTO 800,2017,12277,1,PETROL,MANUAL,HATCHBACK,320000
Honda Amaze,HONDA,AMAZE,2015,43587,1,PETROL,MANUAL,SEDAN,644000
Maruti S PRESSO,MARUTI,S PRESSO,2020,59522,1,PETROL,MANUAL,HATCHBACK,458000
KIA SELTOS,KIA,SELTOS,2020,48026,1,PETROL,AUTOMATIC,SUV,1367250
Honda City,HONDA,CITY,2016,74174,2,PETROL,MANUAL,SEDAN,665000
Hyundai Xcent,HYUNDAI,XCENT,2018,66790,2,PETROL,MANUAL,SEDAN,321000
Maruti Baleno,MARUTI,BALENO,2017,38418,2,PETROL,MANUAL,HATCHBACK,580000
Nissan MAGNITE,NISSAN,MAGNITE,2021,37014,1,PETROL,MANUAL,SUV,673000
Hyundai Grand i10,HYUNDAI,GRAND I10,2017,43186,1,PETROL,MANUAL,HATCHBACK,493000
Maruti Vitara Brezza,MARUTI,VITARA BREZZA,2019,53096,1,DIESEL,AUTOMATIC,SUV,846000
Renault Kwid,RENAULT,KWID,2018,52063,1,PETROL,MANUAL,HATCHBACK,329000
Hyundai Creta,HYUNDAI,CRETA,2017,43503,2,PETROL,AUTOMATIC,SUV,941000
Hyundai i10,HYUNDAI,I10,2012,33258,1,PETROL,MANUAL,HATCHBACK,250000
Maruti Baleno,MARUTI,BALENO,2017,87044,1,PETROL,AUTOMATIC,HATCHBACK,565000
Maruti Baleno,MARUTI,BALENO,2017,14321,1,PETROL,AUTOMATIC,HATCHBACK,674000
Hyundai Verna,HYUNDAI,VERNA,2018,79110,2,DIESEL,AUTOMATIC,SEDAN,888000
Skoda Rapid,SKODA,RAPID,2020,4417,1,PETROL,MANUAL,SEDAN,799250
Maruti Celerio X,MARUTI,CELERIO X,2019,54711,1,PETROL,MANUAL,HATCHBACK,549000
Hyundai i10,HYUNDAI,I10,2011,116177,1,PETROL,MANUAL,HATCHBACK,222000
Maruti Ritz,MARUTI,RITZ,2013,67497,1,PETROL,MANUAL,HATCHBACK,388000
Hyundai Elite i20,HYUNDAI,ELITE I20,2017,13992,1,PETROL,MANUAL,HATCHBACK,569000
Tata NEXON,TATA,NEXON,2020,58343,1,PETROL,MANUAL,SUV,966000
Honda Jazz,HONDA,JAZZ,2016,39212,2,PETROL,MANUAL,HATCHBACK,412000
Maruti Wagon R 1.0,MARUTI,WAGON R 1.0,2012,69286,1,PETROL,MANUAL,HATCHBACK,213000
Maruti Alto 800,MARUTI,ALTO 800,2013,112858,1,CNG,MANUAL,HATCHBACK,279000
Maruti Swift,MARUTI,SWIFT,2017,37368,1,PETROL,MANUAL,HATCHBACK,487000
Maruti Baleno,MARUTI,BALENO,2019,22343,1,PETROL,MANUAL,HATCHBACK,588000
Maruti Vitara Brezza,MARUTI,VITARA BREZZA,2019,58894,1,DIESEL,MANUAL,SUV,725000
Hyundai Elite i20,HYUNDAI,ELITE I20,2016,61060,2,PETROL,MANUAL,HATCHBACK,615000
Tata Tiago,TATA,TIAGO,2018,85984,1,DIESEL,MANUAL,HATCHBACK,530000
Honda Amaze,HONDA,AMAZE,2017,115427,1,CNG,MANUAL,SEDAN,449000
Toyota YARIS,TOYOTA,YARIS,2021,97446,1,DIESEL,MANUAL,SEDAN,614000
Hyundai Elite i20,HYUNDAI,ELITE I20,2018,36283,1,DIESEL,MANUAL,HATCHBACK,829000
Maruti Alto K10,MARUTI,ALTO K10,2018,29526,2,PETROL,AUTOMATIC,HATCHBACK,325000
Renault Kwid,RENAULT,KWID,2020,42061,2,PETROL,AUTOMATIC,HATCHBACK,521000
Maruti Ertiga,MARUTI,ERTIGA,2016,54733,1,DIESEL,MANUAL,SUV,822000
Maruti Wagon R 1.0,MARUTI,WAGON R 1.0,2015,73805,2,PETROL,MANUAL,HATCHBACK,323000
Maruti Alto 800,MARUTI,ALTO 800,2017,22490,1,PETROL,MANUAL,HATCHBACK,341000
Maruti Wagon R 1.0,MARUTI,WAGON R 1.0,2017,32950,1,PETROL,MANUAL,HATCHBACK,444000
Datsun Redi Go,DATSUN,REDI GO,2017,36667,2,PETROL,MANUAL,HATCHBACK,212000
Maruti Swift,MARUTI,SWIFT,2014,63782,1,PETROL,MANUAL,HATCHBACK,515000
Hyundai Verna,HYUNDAI,VERNA,2020,33730,1,PETROL,AUTOMATIC,SEDAN,1186000
Honda City,HONDA,CITY,2012,60745,2,PETROL,AUTOMATIC,SEDAN,358000
Tata Tiago,TATA,TIAGO,2022,4112,1,CNG,MANUAL,HATCHBACK,649000
Maruti Celerio,MARUTI,CELERIO,2014,45462,1,CNG,MANUAL,HATCHBACK,373000
Hyundai Grand i10,HYUNDAI,GRAND I10,2014,94221,2,PETROL,MANUAL,HATCHBACK,424000
Renault Kwid,RENAULT,KWID,2017,52703,1,PETROL,MANUAL,HATCHBACK,279000
Maruti Ciaz,MARUTI,CIAZ,2019,50335,1,PETROL,AUTOMATIC,SEDAN,899000
Renault Kiger,RENAULT,KIGER,2021,14608,1,PETROL,AUTOMATIC,HATCHBACK,960000
Skoda Rapid,SKODA,RAPID,2020,47239,1,PETROL,MANUAL,SEDAN,744000
Maruti Swift,MARUTI,SWIFT,2010,82598,2,PETROL,MANUAL,HATCHBACK,260000
Renault Kwid,RENAULT,KWID,2022,7775,2,PETROL,MANUAL,HATCHBACK,514000
Toyota YARIS,TOYOTA,YARIS,2018,68950,2,PETROL,AUTOMATIC,SEDAN,766000
Hyundai Xcent,HYUNDAI,XCENT,2017,63055,1,PETROL,MANUAL,SEDAN,393000
Maruti Swift Dzire,MARUTI,DZIRE,2014,25113,1,PETROL,MANUAL,SEDAN,348000
Maruti New Wagon-R,MARUTI,NEW WAGON R,2020,22750,1,PETROL,MANUAL,HATCHBACK,562000
Maruti Alto,MARUTI,ALTO,2019,26485,1,PETROL,MANUAL,HATCHBACK,352000
Maruti Alto 800,MARUTI,ALTO 800,2014,82384,2,PETROL,MANUAL,HATCHBACK,255000
Maruti Dzire,MARUTI,DZIRE,2017,39614,1,PETROL,MANUAL,SEDAN,668000
Maruti Celerio,MARUTI,CELERIO,2015,77422,1,PETROL,MANUAL,HATCHBACK,341000
Honda City,HONDA,CITY,2018,5528,1,PETROL,MANUAL,SEDAN,829000
Mahindra Thar,MAHINDRA,OTHER,2018,35083,2,DIESEL,MANUAL,SUV,771000
Maruti IGNIS,MARUTI,IGNIS,2017,74643,1,PETROL,AUTOMATIC,HATCHBACK,530000
Tata ALTROZ,TATA,ALTROZ,2020,41382,2,PETROL,MANUAL,HATCHBACK,781000
Maruti Ciaz,MARUTI,CIAZ,2018,74648,2,DIESEL,MANUAL,SEDAN,599000
Hyundai Elite i20,HYUNDAI,ELITE I20,2020,29678,2,PETROL,MANUAL,HATCHBACK,702000
Hyundai New Elantra,HYUNDAI,OTHER,2016,75545,1,PETROL,AUTOMATIC,LUX_SEDAN,947000
Maruti Baleno,MARUTI,BALENO,2021,13538,1,PETROL,AUTOMATIC,HATCHBACK,860000
Maruti Wagon R 1.0,MARUTI,WAGON R 1.0,2018,43339,1,CNG,MANUAL,HATCHBACK,445000
Hyundai Grand i10,HYUNDAI,GRAND I10,2016,88023,2,PETROL,MANUAL,HATCHBACK,473000
Hyundai Grand i10,HYUNDAI,GRAND I10,2019,37716,1,PETROL,MANUAL,HATCHBACK,599000
Maruti Ciaz,MARUTI,CIAZ,2020,62414,1,PETROL,AUTOMATIC,SEDAN,684000
Maruti Swift Dzire,MARUTI,DZIRE,2015,26237,1,PETROL,MANUAL,SEDAN,359000
Maruti Celerio,MARUTI,CELERIO,2018,90932,1,PETROL,MANUAL,HATCHBACK,376000
Maruti S Cross,MARUTI,S CROSS,2018,89162,2,DIESEL,MANUAL,SUV,610000
Honda City,HONDA,CITY,2013,45482,1,CNG,MANUAL,SEDAN,443000
Maruti Ciaz,MARUTI,CIAZ,2018,78356,1,DIESEL,AUTOMATIC,SEDAN,942000
Hyundai Elite i20,HYUNDAI,ELITE I20,2016,72362,1,PETROL,MANUAL,HATCHBACK,701000
Maruti Ciaz,MARUTI,CIAZ,2021,79587,1,PETROL,AUTOMATIC,SEDAN,696000
Maruti Celerio,MARUTI,CELERIO,2019,45551,1,PETROL,AUTOMATIC,HATCHBACK,587000
Honda City,HONDA,CITY,2021,18423,1,PETROL,MANUAL,SEDAN,1119000
Maruti Swift,MARUTI,SWIFT,2019,40584,1,PETROL,MANUAL,HATCHBACK,561000
Maruti Swift,MARUTI,SWIFT,2021,7244,1,PETROL,MANUAL,HATCHBACK,798000
Honda Jazz,HONDA,JAZZ,2016,61496,1,PETROL,MANUAL,HATCHBACK,465000
Hyundai Elite i20,HYUNDAI,ELITE I20,2015,86352,2,DIESEL,MANUAL,HATCHBACK,584000
Maruti Ertiga,MARUTI,ERTIGA,2013,99344,2,DIESEL,MANUAL,SUV,646000
Tata NEXON,TATA,NEXON,2020,73321,1,DIESEL,AUTOMATIC,SUV,976000
Hyundai i10,HYUNDAI,I10,2010,58084,2,PETROL,MANUAL,HATCHBACK,227000
Hyundai NEW I20,HYUNDAI,NEW I20,2021,1830,1,PETROL,MANUAL,HATCHBACK,700000
Maruti Swift,MARUTI,SWIFT,2018,55919,1,PETROL,MANUAL,HATCHBACK,657000
Maruti Swift,MARUTI,SWIFT,2019,39682,1,PETROL,MANUAL,HATCHBACK,689000
Maruti New Wagon-R,MARUTI,NEW WAGON R,2021,57433,1,PETROL,AUTOMATIC,HATCHBACK,617000
Hyundai i10,HYUNDAI,I10,2011,54404,1,PETROL,MANUAL,HATCHBACK,269000
Maruti Celerio,MARUTI,CELERIO,2016,68512,2,PETROL,AUTOMATIC,HATCHBACK,442000
Maruti Baleno,MARUTI,BALENO,2017,95619,1,PETROL,MANUAL,HATCHBACK,457000
Honda Brio,HONDA,BRIO,2016,70316,3,PETROL,MANUAL,HATCHBACK,364000
Honda Jazz,HONDA,JAZZ,2016,32919,2,DIESEL,MANUAL,HATCHBACK,510000
Toyota Innova Crysta,TOYOTA,OTHER,2021,17721,2,DIESEL,MANUAL,SUV,2210000
Maruti Alto 800,MARUTI,ALTO 800,2017,121145,1,PETROL,MANUAL,HATCHBACK,268000
Renault Captur,RENAULT,OTHER,2019,26583,1,PETROL,MANUAL,SUV,882000
Tata TIGOR,TATA,TIGOR,2019,47174,1,CNG,MANUAL,SEDAN,897000
Honda City,HONDA,CITY,2016,99861,1,PETROL,AUTOMATIC,SEDAN,874000
Hyundai VENUE,HYUNDAI,VENUE,2020,40734,1,DIESEL,MANUAL,SUV,803000
Maruti IGNIS,MARUTI,IGNIS,2020,36231,1,PETROL,MANUAL,HATCHBACK,600000
Maruti Alto K10,MARUTI,ALTO K10,2012,52076,1,PETROL,MANUAL,HATCHBACK,253000
Hyundai Creta,HYUNDAI,CRETA,2020,71723,1,PETROL,MANUAL,SUV,1081000
Maruti Swift,MARUTI,SWIFT,2013,97424,1,PETROL,MANUAL,HATCHBACK,325000
Maruti Swift,MARUTI,SWIFT,2018,31045,1,PETROL,AUTOMATIC,HATCHBACK,590000
Tata TIGOR,TATA,TIGOR,2017,61340,1,PETROL,MANUAL,SEDAN,486000
Hyundai i10,HYUNDAI,I10,2012,75166,1,PETROL,AUTOMATIC,HATCHBACK,286000
Hyundai Verna,HYUNDAI,VERNA,2019,32436,1,PETROL,MANUAL,SEDAN,592000
Hyundai Grand i10,HYUNDAI,GRAND I10,2015,101356,2,PETROL,MANUAL,HATCHBACK,447000
Volkswagen Vento,VOLKSWAGEN,VENTO,2020,62889,1,PETROL,MANUAL,SEDAN,644000
Maruti Baleno,MARUTI,BALENO,2019,22126,1,PETROL,MANUAL,HATCHBACK,636000
Maruti Swift,MARUTI,SWIFT,2017,42386,1,PETROL,MANUAL,HATCHBACK,538000
Maruti Wagon R 1.0,MARUTI,WAGON R 1.0,2015,56510,1,PETROL,MANUAL,HATCHBACK,291000
Nissan MAGNITE,NISSAN,MAGNITE,2021,23260,1,PETROL,MANUAL,SUV,826000
Honda Amaze,HONDA,AMAZE,2013,49260,1,DIESEL,AUTOMATIC,SEDAN,770000
Hyundai AURA,HYUNDAI,AURA,2022,28673,1,DIESEL,AUTOMATIC,SEDAN,866650
Hyundai GRAND I10 NIOS,HYUNDAI,GRAND I10 NIOS,2019,25272,1,PETROL,MANUAL,HATCHBACK,655000
Ford Ecosport,FORD,ECOSPORT,2019,13204,1,PETROL,AUTOMATIC,SUV,1028000
Maruti Celerio,MARUTI,CELERIO,2015,38644,1,PETROL,MANUAL,HATCHBACK,445000
Hyundai NEW SANTRO,HYUNDAI,NEW SANTRO,2021,18055,1,PETROL,MANUAL,HATCHBACK,513000
Hyundai Elite i20,HYUNDAI,ELITE I20,2017,51893,1,PETROL,MANUAL,HATCHBACK,552000
Honda WR-V,HONDA,WR V,2018,27235,1,PETROL,MANUAL,SUV,619000
Honda WR-V,HONDA,WR V,2018,27043,2,PETROL,MANUAL,SUV,679000
Maruti Swift,MARUTI,SWIFT,2014,52507,1,PETROL,MANUAL,HATCHBACK,485000
Maruti Wagon R 1.0,MARUTI,WAGON R 1.0,2017,26905,2,PETROL,AUTOMATIC,HATCHBACK,513000
Hyundai i10,HYUNDAI,I10,2012,57352,2,PETROL,MANUAL,HATCHBACK,318000
Renault Kiger,RENAULT,KIGER,2022,3522,1,PETROL,MANUAL,HATCHBACK,554000
Honda Amaze,HONDA,AMAZE,2018,18487,1,PETROL,MANUAL,SEDAN,526000
Maruti Baleno,MARUTI,BALENO,2017,68949,2,PETROL,MANUAL,HATCHBACK,515000
Ford Ecosport,FORD,ECOSPORT,2015,58675,3,PETROL,MANUAL,SUV,549000
Honda City,HONDA,CITY,2017,22496,1,PETROL,AUTOMATIC,SEDAN,1514000
Honda Amaze,HONDA,AMAZE,2015,55580,2,PETROL,MANUAL,SEDAN,507000
Honda City,HONDA,CITY,2013,106244,1,PETROL,MANUAL,SEDAN,696000
Honda Amaze,HONDA,AMAZE,2019,26129,1,PETROL,AUTOMATIC,SEDAN,725000
Hyundai Elite i20,HYUNDAI,ELITE I20,2014,47704,2,PETROL,MANUAL,HATCHBACK,544000
Hyundai Elite i20,HYUNDAI,ELITE I20,2017,971212,3,PETROL,MANUAL,HATCHBACK,583000
Hyundai Santro Xing,HYUNDAI,SANTRO XING,2014,65042,1,PETROL,MANUAL,HATCHBACK,225000
Maruti Baleno,MARUTI,BALENO,2017,37647,2,PETROL,MANUAL,HATCHBACK,583000
Jeep Compass,JEEP,OTHER,2017,64212,1,DIESEL,MANUAL,LUX_SUV,1049000
Nissan MAGNITE,NISSAN,MAGNITE,2021,16927,2,PETROL,AUTOMATIC,SUV,797650
Honda Jazz,HONDA,JAZZ,2018,75402,2,PETROL,AUTOMATIC,HATCHBACK,637000
Tata Tiago,TATA,TIAGO,2018,38878,1,PETROL,MANUAL,HATCHBACK,505000
Hyundai Elite i20,HYUNDAI,ELITE I20,2015,83731,2,DIESEL,MANUAL,HATCHBACK,639000
Hyundai i10,HYUNDAI,I10,2011,56652,2,PETROL,MANUAL,HATCHBACK,217000
Hyundai Xcent,HYUNDAI,XCENT,2016,32043,1,PETROL,MANUAL,SEDAN,691000
Hyundai Grand i10,HYUNDAI,GRAND I10,2016,90995,2,PETROL,MANUAL,HATCHBACK,441000
Maruti Ritz,MARUTI,RITZ,2011,39644,1,PETROL,MANUAL,HATCHBACK,197000
Maruti Celerio,MARUTI,CELERIO,2019,27421,1,PETROL,MANUAL,HATCHBACK,464000
Maruti S Cross,MARUTI,S CROSS,2015,91260,2,DIESEL,MANUAL,SUV,637000
Maruti Alto K10,MARUTI,ALTO K10,2019,12639,2,PETROL,AUTOMATIC,HATCHBACK,395000
Hyundai Elite i20,HYUNDAI,ELITE I20,2018,92792,1,PETROL,MANUAL,HATCHBACK,598000
Honda City,HONDA,CITY,2014,22322,1,PETROL,AUTOMATIC,SEDAN,651000
Honda WR-V,HONDA,WR V,2017,39145,1,PETROL,MANUAL,SUV,652000
Maruti Wagon R 1.0,MARUTI,WAGON R 1.0,2018,49694,1,PETROL,MANUAL,HATCHBACK,345000
Hyundai Grand i10,HYUNDAI,GRAND I10,2018,18461,1,PETROL,AUTOMATIC,HATCHBACK,709000
Hyundai Verna,HYUNDAI,VERNA,2019,29881,1,PETROL,MANUAL,SEDAN,865000
Tata NEXON,TATA,NEXON,2021,22424,1,PETROL,MANUAL,SUV,1066000
Volkswagen Polo,VOLKSWAGEN,POLO,2014,100761,2,DIESEL,MANUAL,HATCHBACK,649000
Nissan MAGNITE,NISSAN,MAGNITE,2021,23316,1,PETROL,MANUAL,SUV,848000
Honda City,HONDA,CITY,2013,94287,2,PETROL,MANUAL,SEDAN,474000
Honda Amaze,HONDA,AMAZE,2020,61109,1,DIESEL,MANUAL,SEDAN,980000
Hyundai Verna,HYUNDAI,VERNA,2021,72826,1,PETROL,MANUAL,SEDAN,372000
Honda City,HONDA,CITY,2015,60713,1,PETROL,MANUAL,SEDAN,252000
Renault Kwid,RENAULT,KWID,2021,20023,1,PETROL,MANUAL,HATCHBACK,553000
Maruti Wagon R 1.0,MARUTI,WAGON R 1.0,2012,54745,1,CNG,MANUAL,HATCHBACK,303000
Hyundai Creta,HYUNDAI,CRETA,2016,79576,1,PETROL,AUTOMATIC,SUV,973000
Hyundai Creta,HYUNDAI,CRETA,2017,88700,1,PETROL,MANUAL,SUV,583000
Maruti Swift,MARUTI,SWIFT,2013,70041,2,CNG,MANUAL,HATCHBACK,372600
Maruti Swift Dzire,MARUTI,DZIRE,2015,55183,1,PETROL,MANUAL,SEDAN,1023000
Maruti Wagon R 1.0,MARUTI,WAGON R 1.0,2010,108430,1,PETROL,MANUAL,HATCHBACK,168000
Hyundai VENUE,HYUNDAI,VENUE,2020,50646,1,PETROL,MANUAL,SUV,929000
Hyundai i20 Active,HYUNDAI,I20 ACTIVE,2016,102621,2,PETROL,MANUAL,HATCHBACK,440000
Maruti Ciaz,MARUTI,CIAZ,2019,10949,1,PETROL,MANUAL,SEDAN,1176000
KIA SONET,KIA,SONET,2021,27698,1,DIESEL,MANUAL,SUV,900000
Maruti New Wagon-R,MARUTI,NEW WAGON R,2019,28454,2,PETROL,MANUAL,HATCHBACK,516350
Nissan MAGNITE,NISSAN,MAGNITE,2022,13800,1,PETROL,AUTOMATIC,SUV,932000
Maruti IGNIS,MARUTI,IGNIS,2017,83290,1,CNG,AUTOMATIC,HATCHBACK,504000
Hyundai Grand i10,HYUNDAI,GRAND I10,2015,98416,1,PETROL,MANUAL,HATCHBACK,416000
Volkswagen Polo,VOLKSWAGEN,POLO,2019,80855,1,PETROL,MANUAL,HATCHBACK,559000
Maruti Swift,MARUTI,SWIFT,2014,37528,1,PETROL,MANUAL,HATCHBACK,407000
Maruti Baleno,MARUTI,BALENO,2017,50135,1,PETROL,MANUAL,HATCHBACK,600000
Maruti Wagon R 1.0,MARUTI,WAGON R 1.0,2012,75761,2,PETROL,MANUAL,HATCHBACK,303000
Hyundai NEW SANTRO,HYUNDAI,NEW SANTRO,2020,19168,1,PETROL,MANUAL,HATCHBACK,476000
Honda Amaze,HONDA,AMAZE,2014,54075,1,PETROL,MANUAL,SEDAN,448000
Maruti IGNIS,MARUTI,IGNIS,2017,27263,1,PETROL,AUTOMATIC,HATCHBACK,505000
Honda Amaze,HONDA,AMAZE,2013,86176,1,DIESEL,MANUAL,SEDAN,448000
Hyundai NEW SANTRO,HYUNDAI,NEW SANTRO,2019,57435,1,PETROL,MANUAL,HATCHBACK,543000
Maruti Ritz,MARUTI,RITZ,2010,91149,2,PETROL,MANUAL,HATCHBACK,313000
Hyundai Elite i20,HYUNDAI,ELITE I20,2017,72793,2,PETROL,MANUAL,HATCHBACK,666000
Maruti S PRESSO,MARUTI,S PRESSO,2021,9447,1,CNG,MANUAL,HATCHBACK,485000
Maruti Alto,MARUTI,ALTO,2012,11969,1,PETROL,MANUAL,HATCHBACK,190000
Honda Jazz,HONDA,JAZZ,2016,76046,2,PETROL,MANUAL,HATCHBACK,490000
Hyundai GRAND I10 NIOS,HYUNDAI,GRAND I10 NIOS,2021,10750,1,PETROL,MANUAL,HATCHBACK,728000
Maruti Ciaz,MARUTI,CIAZ,2017,81868,1,PETROL,MANUAL,SEDAN,392000
Maruti Swift,MARUTI,SWIFT,2011,49595,2,PETROL,MANUAL,HATCHBACK,309000
Hyundai Grand i10,HYUNDAI,GRAND I10,2018,35828,1,PETROL,MANUAL,HATCHBACK,519000
Maruti New Wagon-R,MARUTI,NEW WAGON R,2021,31413,1,CNG,MANUAL,HATCHBACK,565200
Renault Kwid,RENAULT,KWID,2018,55801,1,PETROL,AUTOMATIC,HATCHBACK,450000
Maruti Swift Dzire,MARUTI,DZIRE,2012,36647,2,PETROL,MANUAL,SEDAN,769000
Datsun Redi Go,DATSUN,REDI GO,2021,9618,1,PETROL,MANUAL,HATCHBACK,370000
Hyundai Grand i10,HYUNDAI,GRAND I10,2014,54178,1,PETROL,AUTOMATIC,HATCHBACK,407000
Maruti Celerio X,MARUTI,CELERIO X,2020,47794,1,PETROL,AUTOMATIC,HATCHBACK,559000
Ford Ecosport,FORD,ECOSPORT,2016,51228,2,CNG,AUTOMATIC,SUV,598000
Hyundai Elite i20,HYUNDAI,ELITE I20,2016,75268,1,PETROL,MANUAL,HATCHBACK,559000
Maruti Wagon R 1.0,MARUTI,WAGON R 1.0,2018,23255,1,CNG,MANUAL,HATCHBACK,424000
Maruti IGNIS,MARUTI,IGNIS,2019,51278,2,PETROL,MANUAL,HATCHBACK,547000
Maruti Wagon R 1.0,MARUTI,WAGON R 1.0,2011,38412,1,PETROL,MANUAL,HATCHBACK,249000
Maruti Dzire,MARUTI,DZIRE,2018,40225,1,PETROL,AUTOMATIC,SEDAN,793000
Maruti Baleno,MARUTI,BALENO,2017,76971,1,PETROL,MANUAL,HATCHBACK,585000
Mahindra Kuv100,MAHINDRA,OTHER,2017,78000,1,DIESEL,MANUAL,SUV,361000
Hyundai Grand i10,HYUNDAI,GRAND I10,2013,77763,3,PETROL,MANUAL,HATCHBACK,360000
Maruti Ciaz,MARUTI,CIAZ,2016,98832,3,PETROL,AUTOMATIC,SEDAN,311000
Maruti Swift,MARUTI,SWIFT,2014,33805,1,PETROL,MANUAL,HATCHBACK,432000
Maruti Ciaz,MARUTI,CIAZ,2021,60940,1,PETROL,MANUAL,SEDAN,658000
Maruti Alto,MARUTI,ALTO,2010,49289,1,PETROL,MANUAL,HATCHBACK,145000
Maruti Wagon R 1.0,MARUTI,WAGON R 1.0,2013,62269,1,CNG,MANUAL,HATCHBACK,314000
Datsun Go Plus,DATSUN,GO PLUS,2019,47592,1,PETROL,MANUAL,HATCHBACK,371000
